product_name,price,barcode,date,source_file,llm_action,pyfooda_name,grams_in_name
RAN POMPADURINETTE 15,2.99,542003002313,2025-02-05,2025_02_05.csv,ignore,,nan
FRUIT ET LEGUMES,1.85,843653575809,2025-02-05,2025_02_05.csv,ignore,,nan
6 WRAPS DE BLE,1.49,540011958095,2025-02-05,2025_02_05.csv,ignore,,nan
140G ROCK SALT,6.35,731131026797,2025-02-05,2025_02_05.csv,match,SALT,140.0
TOAST KRAKANT HAU,1.35,87184562413,2025-02-05,2025_02_05.csv,ignore,,nan
PERSIL BOUTE,1.79,87184562413,2025-02-05,2025_02_05.csv,ignore,,nan
AVOCAT,5.8,540011956524,2025-02-05,2025_02_05.csv,match,AVOCADO,nan
DUN STOKERBROOD,1.25,599,2025-02-05,2025_02_05.csv,ignore,,nan
POTIRON BUTTERNUT,2.19,2165,2025-02-05,2025_02_05.csv,match,BUTTERNUT SQUASH,nan
"1,125 KG X 1,95/ KG",2.19,2165,2025-02-05,2025_02_05.csv,ignore,,1125.0
MEL JEUNES POUSSE,0.89,540011230780,2025-02-05,2025_02_05.csv,ignore,,nan
400G NUTELLA,3.55,301762042200,2025-02-05,2025_02_05.csv,ignore,,nan
400G NUTELLA,3.55,301762042200,2025-02-05,2025_02_05.csv,ignore,,nan
300G NUTELLA,3.55,301762042200,2025-02-05,2025_02_05.csv,ignore,,nan
28 TENA ULT MINI,4.15,731079147464,2025-02-05,2025_02_05.csv,ignore,,nan
BURGER LIMOUSIN,5.0,540011960556,2025-02-05,2025_02_05.csv,ignore,,nan
200GR EPINARD JEU,1.99,540011235182,2025-02-05,2025_02_05.csv,ignore,,nan
TOURNEDOS BOEUF,3.21,204003,2025-02-05,2025_02_05.csv,match,BEEF,nan
TOURNEDOS BOEUF,3.17,204003,2025-02-05,2025_02_05.csv,match,BEEF,nan
TOURNEDOS BOEUF,2.94,204003,2025-02-05,2025_02_05.csv,match,BEEF,nan
TOURNEDOS BOEUF,3.19,204003,2025-02-05,2025_02_05.csv,match,BEEF,nan
224G GAUF VANI CHO,2.99,541012601418,2025-02-05,2025_02_05.csv,match,WAFFLE,224
OIGNONS JAUNE 1KG,4.99,540011231492,2025-02-05,2025_02_05.csv,match,ONION,1000.0
MANDARINES A FEUIL,3.46,540011957806,2025-02-05,2025_02_05.csv,ignore,,nan
"1,125 KG X 3,15/ KG",3.46,2016,2025-02-05,2025_02_05.csv,ignore,,1125.0
NOIR DE NOIR C OR,2.55,541008120184,2025-02-05,2025_02_05.csv,ignore,,nan
NOIR DE NOIR C OR,2.55,541008120184,2025-02-05,2025_02_05.csv,ignore,,nan
NOIR DE NOIR C OR,2.55,541008120184,2025-02-05,2025_02_05.csv,ignore,,nan
SALAMI TRUFFES PAR,3.29,540011957806,2025-02-05,2025_02_05.csv,match,SALAMI,nan
200GR GUACAMOLE EP,2.99,540011238854,2025-02-05,2025_02_05.csv,match,GUACAMOLE,200.0
BIO BANANEN,2.59,40140716271,2025-02-05,2025_02_05.csv,ignore,,nan
RAISIN ROUGE SA PE,2.79,540011233672,2025-02-07,2025_02_07.csv,match,RAISIN,nan
APPRE PINEA LADY 6P,3.99,3776666666,2025-02-07,2025_02_07.csv,ignore,,nan
CHIQUITA C BANANES,1.72,2004,2025-02-07,2025_02_07.csv,match,BANANA,700
100GR JEUNES POUSS,1.19,540011233672,2025-02-07,2025_02_07.csv,ignore,,nan
BOURSIN POIVRE,4.09,317546000006,2025-02-07,2025_02_07.csv,ignore,,nan
CHAVROUX 150GR,2.49,327227001624,2025-02-07,2025_02_07.csv,ignore,,150.0
390G VERMICEL LAIT,4.69,8719611348,2025-02-07,2025_02_07.csv,match,VERMICELLI,390
SHERBET 1L,5.99,871762913016,2025-02-07,2025_02_07.csv,match,SHERBET,1000.0
BURGER ANGUS,5.0,540011960558,2025-02-07,2025_02_07.csv,ignore,,nan
BURGER ANGUS,5.0,540011960558,2025-02-07,2025_02_07.csv,ignore,,nan
CITRON 500G,1.09,540011960558,2025-02-07,2025_02_07.csv,match,LEMON,500.0
350G CACAH/CACAO,3.99,360858015659,2025-02-07,2025_02_07.csv,match,CACAO,350.0
6 PAINS HAMBURGER,1.19,540011285200,2025-02-07,2025_02_07.csv,ignore,,nan
AVOCAT,4.35,540011956924,2025-02-07,2025_02_07.csv,match,AVOCADO,nan
MANDARINES A FEUIL,4.51,2016,2025-02-07,2025_02_07.csv,ignore,,nan
COURGETTES,2.46,2160,2025-02-07,2025_02_07.csv,match,ZUCCHINI,nan
COLUMBUS OEUFFS 6PC,3.85,541094600046,2025-02-07,2025_02_07.csv,ignore,,nan
TOM BELG GRAPP,4.43,2523,2025-02-07,2025_02_07.csv,match,TOMATO,nan
CAROTTES BIO,2.29,5400113295000,2025-02-15,2025_02_15.csv,ignore,,nan
CAROTTES BIO,2.29,5400113295000,2025-02-15,2025_02_15.csv,ignore,,nan
MANDARINES A FEUIL,3.92,,2025-02-15,2025_02_15.csv,ignore,,nan
2R DIL ESS TT DEC,1.99,5400113568800,2025-02-15,2025_02_15.csv,ignore,,nan
4X4G DOUBLE LAIT,2.79,,2025-02-15,2025_02_15.csv,match,CHOCOLATE,16
4X4G DOUBLE LAIT,2.79,,2025-02-15,2025_02_15.csv,match,CHOCOLATE,16
4X4G DOUBLE LAIT,2.79,,2025-02-15,2025_02_15.csv,match,CHOCOLATE,16
185G LAYS PAPRIKA,2.05,8710398509419,2025-02-15,2025_02_15.csv,match,PAPRIKA,nan
125G EAGLES CHEESE,2.29,8710398509358,2025-02-15,2025_02_15.csv,ignore,,nan
JAMBON A L OS AUTH,4.72,2208488,2025-02-15,2025_02_15.csv,ignore,,nan
JAMBON A L OS AUTH,4.79,2208488,2025-02-15,2025_02_15.csv,ignore,,nan
450G DIL BOIS BIOL,1.29,5400112717555,2025-02-15,2025_02_15.csv,ignore,,450.0
FILET DE POULET,9.85,2208572,2025-02-15,2025_02_15.csv,match,CHICKEN,nan
FILET DE POULET,10.03,2208572,2025-02-15,2025_02_15.csv,match,CHICKEN,nan
HERTA LRDNS NATUR,2.85,3153830014045,2025-02-15,2025_02_15.csv,match,BACON,200
MEDAILLON DE VEAU,7.81,2040317007819,2025-02-15,2025_02_15.csv,ignore,,nan
MEDAILLON DE VEAU,5.02,2040315005022,2025-02-15,2025_02_15.csv,ignore,,nan
MEDAILLON DE VEAU,7.76,2040312007760,2025-02-15,2025_02_15.csv,ignore,,nan
HACHIS PORC-VEAU,5.62,2040843005627,2025-02-15,2025_02_15.csv,ignore,,nan
HACHIS PORC-VEAU,5.85,2040843005853,2025-02-15,2025_02_15.csv,ignore,,nan
OIGNONS JAUNES:2KG,2.19,5400119585499,2025-02-15,2025_02_15.csv,match,ONION,2000.0
BRU LEGPET,6.3,541001330503,2025-02-18,2025_02_18.csv,ignore,,nan
MANDARINES A FEUIL,3.62,2600,2025-02-18,2025_02_18.csv,ignore,,nan
CRUNCH NO/CAC,4.69,360850015601,2025-02-18,2025_02_18.csv,ignore,,nan
MEERGRANENSTOKB.GROO,4.1,594,2025-02-18,2025_02_18.csv,ignore,,nan
FITNESS BAGUE,1.75,2896,2025-02-18,2025_02_18.csv,ignore,,nan
CONF.NOSTALGIE,4.39,541004600860,2025-02-18,2025_02_18.csv,match,JAM,300
SAL BLE EMB 100GR,1.39,540001123442,2025-02-18,2025_02_18.csv,match,SALT,100.0
OLIVE DENOVA 130G,2.59,540011957834,2025-02-18,2025_02_18.csv,ignore,,nan
GUACAMOLE DO 200GR,2.99,540011238553,2025-02-18,2025_02_18.csv,match,GUACAMOLE,200.0
200GR HUMOUS,2.19,540001123442,2025-02-18,2025_02_18.csv,ignore,,nan
SALAMI TRUFFES PAR,3.29,540011957806,2025-02-18,2025_02_18.csv,match,SALAMI,nan
325G PAT CAC CREME,4.19,360850012541,2025-02-18,2025_02_18.csv,match,CREME FRAICHE,325.0
SALAMI ROULET,2.19,540011956113,2025-02-18,2025_02_18.csv,match,SALAMI,nan
HET TRAGSTE BROOD P,4.9,543000017740,2025-02-18,2025_02_18.csv,match,BREAD,nan
HET TRAGSTE BROOD P,4.9,543000017740,2025-02-18,2025_02_18.csv,match,BREAD,nan
FLEURES 38,19.99,871762913030,2025-02-18,2025_02_18.csv,ignore,,nan
PAIN DE VIANDE,11.33,204093,2025-02-18,2025_02_18.csv,match,BREAD,nan
400G NUTELLA,3.55,301762042200,2025-02-18,2025_02_18.csv,ignore,,nan
1.5L SCHWEPPES TON,2.89,31244815636,2025-02-18,2025_02_18.csv,ignore,,nan
200GR NOCE NOTEN,11.79,541068364589,2025-02-18,2025_02_18.csv,ignore,,200.0
ROTI DE VEAU,27.86,2040322027864,2025-02-22,2025_02_22.csv,ignore,,nan
CARLSB CREME ENT A,7.25,541138603975,2025-02-22,2025_02_22.csv,match,CREME FRAICHE,nan
375G CHOCO LAIT,4.15,505831902249,2025-02-22,2025_02_22.csv,ignore,,nan
CIBOULETTE BIO,2.39,540011957593,2025-02-22,2025_02_22.csv,ignore,,nan
400G HONEY LOOPS,3.99,505831902385,2025-02-22,2025_02_22.csv,ignore,,nan
400G HONEY LOOPS,3.99,505831902385,2025-02-22,2025_02_22.csv,ignore,,nan
400G HONEY LOOPS,3.99,505831902385,2025-02-22,2025_02_22.csv,ignore,,nan
400G HONEY LOOPS,3.99,505831902385,2025-02-22,2025_02_22.csv,ignore,,nan
750G NUTELLA,5.25,8017680,2025-02-22,2025_02_22.csv,ignore,,nan
CARLS BEURRE FT D,5.15,541115603113,2025-02-22,2025_02_22.csv,match,BUTTER,nan
CARLS BEURRE SALE,5.15,541115603113,2025-02-22,2025_02_22.csv,match,BUTTER,nan
CARLS BEURRE SALE,5.15,541115603113,2025-02-22,2025_02_22.csv,match,BUTTER,nan
DLH PARM REGG AOP,2.55,540011952043,2025-02-22,2025_02_22.csv,ignore,,nan
CHEDDAR RAPE,4.09,540011953770,2025-02-22,2025_02_22.csv,match,CHEDDAR CHEESE,nan
GRANA PADANO,4.99,540011953886,2025-02-22,2025_02_22.csv,match,GRANA PADANO,nan
SAL BLE EMB 100GR,1.39,540011230202,2025-02-22,2025_02_22.csv,match,SALT,100.0
ENTREM.DECUST.250G,8.35,312393111000,2025-02-22,2025_02_22.csv,ignore,,250.0
255G DLL TOAST,1.75,540011213570,2025-02-22,2025_02_22.csv,ignore,,255.0
"GOUDA, TRANC JEUNE",3.29,540011901660,2025-02-22,2025_02_22.csv,match,GOUDA CHEESE,nan
250G DLL TOA CHEST,1.75,540011216410,2025-02-22,2025_02_22.csv,match,BREAD,250
PIZZA MOZZA PESTO,5.89,540011954563,2025-02-22,2025_02_22.csv,match,PESTO,nan
PIZZA MOZZA PESTO,5.89,540011954563,2025-02-22,2025_02_22.csv,match,PESTO,nan
6 WHARS DE BLE,1.49,540011958095,2025-02-22,2025_02_22.csv,ignore,,nan
CARPACCIO,5.1,204356,2025-02-22,2025_02_22.csv,ignore,,nan
SAUCIE POULET,2.19,540011956113,2025-02-22,2025_02_22.csv,match,CHICKEN,nan
HERTA LRDNS NATUR,2.85,315423081405,2025-02-22,2025_02_22.csv,match,BACON,200
COLUMBUS OEUFS 6PC,3.85,540194600046,2025-02-22,2025_02_22.csv,ignore,,nan
TERUG,0.0,00433367,2025-02-22,2025_02_22.csv,ignore,,nan
MANGUE,3.98,S40011954346,2025-02-25,2025_02_25.csv,match,MANGO,nan
AVOCAT,1.45,S40011956924,2025-02-25,2025_02_25.csv,match,AVOCADO,nan
FETTUCCINE 300G,2.49,806601310013,2025-02-25,2025_02_25.csv,ignore,,nan
HACHIS PORC-VEAU,11.19,2040847010280,2025-02-25,2025_02_25.csv,ignore,,nan
HACHIS PORC-VEAU,10.28,204084,2025-02-25,2025_02_25.csv,ignore,,nan
BIO BASILIC POT,1.49,S40035700917,2025-02-25,2025_02_25.csv,match,BASIL,nan
750G ROSET,5.59,8760000007700,2025-02-25,2025_02_25.csv,ignore,,750.0
HET TRAGASTE BROOD P,4.9,S43000017740,2025-02-25,2025_02_25.csv,match,BREAD,nan
BOTTE POIREAU,2.99,S42500984700,2025-02-25,2025_02_25.csv,ignore,,nan
BIO BE-BIO-01,54.24,SN 87171063,2025-02-25,2025_02_25.csv,ignore,,nan
BOTTE POIREAU,2.99,542500984700,2025-03-02,2025_03_02.csv,ignore,,nan
NOISETTES D AGNEAU,10.39,2048851010395,2025-03-02,2025_03_02.csv,ignore,,nan
NOISETTES D AGNEAU,5.56,2048852005567,2025-03-02,2025_03_02.csv,ignore,,nan
NOISETTES D AGNEAU,6.58,204885,2025-03-02,2025_03_02.csv,ignore,,nan
PDT GRENA 1KG BIO,3.49,540011239794,2025-03-02,2025_03_02.csv,ignore,,1000.0
"COURGETTES 0,995 KG X 2,99/ KG",2.98,2160,2025-03-02,2025_03_02.csv,match,ZUCCHINI,995.0
"TOM BELG GRAPP 1,055 KG X 3,49/ KG",3.68,2523,2025-03-02,2025_03_02.csv,match,TOMATO,1055.0
BIO CAROTTES 100GR JEUNES POUSS,1.19,540011236373,2025-03-02,2025_03_02.csv,ignore,,nan
SAL BLE EMB 100GR,1.39,540011230202,2025-03-02,2025_03_02.csv,match,SALT,100.0
BIO CAROTTES 100GR JEUNES POUSS,1.19,540011236373,2025-03-02,2025_03_02.csv,ignore,,nan
"BIO CAROTTES 2,29",2.29,540011239500,2025-03-02,2025_03_02.csv,ignore,,nan
BIO AIL 2 PC,1.29,540011239462,2025-03-02,2025_03_02.csv,match,GARLIC,80
"CARLSB CREME ENT A 7,25",7.25,541139603975,2025-03-02,2025_03_02.csv,match,CREME FRAICHE,nan
"175GR CHICON GAST 3,00",3.0,540011230572,2025-03-02,2025_03_02.csv,ignore,,nan
"175GR CHICON GAST 3,00",3.0,540011230572,2025-03-02,2025_03_02.csv,ignore,,nan
"BIO CAROTTES 2,29",2.29,540011239500,2025-03-02,2025_03_02.csv,ignore,,nan
BIO AIL 2 PC,1.29,540011239462,2025-03-02,2025_03_02.csv,match,GARLIC,80
"CARLSB CREME ENT A 7,25",7.25,541139603975,2025-03-02,2025_03_02.csv,match,CREME FRAICHE,nan
"325G PAT CAC CREME 4,19",4.19,360858012541,2025-03-02,2025_03_02.csv,match,CREME FRAICHE,325.0
"MANDARINES A FEUIL 4,46",4.46,2016,2025-03-02,2025_03_02.csv,ignore,,nan
"DLL BIO OEUFS 6PC 2,95",2.95,540011210790,2025-03-02,2025_03_02.csv,ignore,,nan
"DLL BIO OEUFS 6PC 2,95",2.95,540011210790,2025-03-02,2025_03_02.csv,ignore,,nan
"MIGNON DE PORC 3,40",3.4,204128,2025-03-02,2025_03_02.csv,ignore,,nan
"MIGNON DE PORC 3,08",3.08,204128,2025-03-02,2025_03_02.csv,ignore,,nan
"MIGNON DE PORC 4,58",4.58,204128,2025-03-02,2025_03_02.csv,ignore,,nan
"PILO DE POULET 5,99",5.99,540011953445,2025-03-02,2025_03_02.csv,match,CHICKEN,nan
"FILET POITRINE POU 10,85",10.85,2208813,2025-03-02,2025_03_02.csv,ignore,,nan
"FILET POITRINE POU 11,43",11.43,2208813,2025-03-02,2025_03_02.csv,ignore,,nan
FENOUILS,2.1,4500315907142,2025-03-05,2025_03_05.csv,ignore,,nan
FENOUILS,2.1,4500315907142,2025-03-05,2025_03_05.csv,ignore,,nan
BIO CAROTTES,2.29,450011239500,2025-03-05,2025_03_05.csv,ignore,,nan
BIO CAROTTES,2.29,450011239500,2025-03-05,2025_03_05.csv,ignore,,nan
HOUMOUS,2.19,450011238642,2025-03-05,2025_03_05.csv,ignore,,nan
HOUMOUS,2.19,450011238642,2025-03-05,2025_03_05.csv,ignore,,nan
HOUMOUS,2.19,450011238642,2025-03-05,2025_03_05.csv,ignore,,nan
HOUMOUS,2.19,450011238642,2025-03-05,2025_03_05.csv,ignore,,nan
APPEL PINK LADY 6P,3.99,377047661163,2025-03-05,2025_03_05.csv,match,APPLE,900
APPEL PINK LADY 6P,3.99,377047661163,2025-03-05,2025_03_05.csv,match,APPLE,900
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
MANGUE,1.99,450011954346,2025-03-05,2025_03_05.csv,match,MANGO,nan
CHIQUITA C BANANES,2.55,2004,2025-03-05,2025_03_05.csv,match,BANANA,700
AVOCAT,8.7,540011596924,2025-03-05,2025_03_05.csv,match,AVOCADO,nan
MANDARINES A FEUIL,4.01,2016,2025-03-05,2025_03_05.csv,ignore,,nan
RIZ DLONG BIO,2.65,540011351051,2025-03-05,2025_03_05.csv,ignore,,nan
100GR JEUNES POUS,1.19,540011236373,2025-03-05,2025_03_05.csv,ignore,,nan
TOURNEDOS BOEUF,7.54,204003,2025-03-05,2025_03_05.csv,match,BEEF,nan
TOURNEDOS BOEUF,7.54,204003,2025-03-05,2025_03_05.csv,match,BEEF,nan
SAUMON BELLE-VUE,5.99,540011236373,2025-03-05,2025_03_05.csv,match,SALMON,nan
ZESPRI KIWI GOLD,4.5,803335572026,2025-03-05,2025_03_05.csv,match,KIWI,nan
VERMICEL LAIT,4.69,871570011548,2025-03-05,2025_03_05.csv,ignore,,nan
MOZZARELLA MAXI,2.85,800043013526,2025-03-05,2025_03_05.csv,match,MOZZARELLA CHEESE,nan
MOZZARELLA MAXI,2.85,800043013526,2025-03-05,2025_03_05.csv,match,MOZZARELLA CHEESE,nan
SAUMON FUME,8.99,540011236373,2025-03-05,2025_03_05.csv,match,SALMON,nan
DLL PUREE POMME DE,3.39,540011756256,2025-03-05,2025_03_05.csv,match,FRUIT,nan
TORTELLO TOM,2.49,540011957537,2025-03-05,2025_03_05.csv,match,TORTELLINI,nan
TORTELLO TOM,2.49,540011957537,2025-03-05,2025_03_05.csv,match,TORTELLINI,nan
TORTELLO TOM,2.49,540011957537,2025-03-05,2025_03_05.csv,match,TORTELLINI,nan
VILEDA EPON UNIVER,3.99,5401020820746,2025-03-05,2025_03_05.csv,ignore,,nan
DANONE ACT FRAISES,2.49,540104641777,2025-03-05,2025_03_05.csv,ignore,,nan
DANONE ACT FRAISES,2.49,540104641777,2025-03-05,2025_03_05.csv,ignore,,nan
NOSTAL CONF FIGUES,4.19,540104601006,2025-03-05,2025_03_05.csv,ignore,,nan
HG SCHIMMELVLEKENRE,7.59,871157700155,2025-03-05,2025_03_05.csv,ignore,,nan
BIO CAROTTES,2.29,540011239500,2025-03-14,2025_03_14.csv,ignore,,nan
75 CROZES HERM GAL,12.49,323478310365,2025-03-14,2025_03_14.csv,ignore,,nan
75 CROZES HERM GAL,12.49,323478310365,2025-03-14,2025_03_14.csv,ignore,,nan
33CL LA CHOUFFE,1.89,541076910008,2025-03-14,2025_03_14.csv,ignore,,330.0
LEEGGOD,0.1,217000000079,2025-03-14,2025_03_14.csv,ignore,,nan
LEEGGOD,0.1,217000000079,2025-03-14,2025_03_14.csv,ignore,,nan
MANDARINES A FEUIL,3.12,2016,2025-03-14,2025_03_14.csv,ignore,,nan
BIO HOUMOUS 200G,2.99,540011234720,2025-03-14,2025_03_14.csv,ignore,,nan
GUACAMOLE DO 200GR,2.99,540011238853,2025-03-14,2025_03_14.csv,match,GUACAMOLE,200.0
GUACAMOLE DO 200GR,2.99,540011238853,2025-03-14,2025_03_14.csv,match,GUACAMOLE,200.0
GUACAMOLE DO 200GR,2.99,540011238853,2025-03-14,2025_03_14.csv,match,GUACAMOLE,200.0
CIBOULETTE BIO,2.39,540011237273,2025-03-14,2025_03_14.csv,ignore,,nan
HET TRANSTGE BROOD P,4.9,543000017740,2025-03-14,2025_03_14.csv,match,BREAD,nan
PERSIL EN POT BIO,2.39,540011237273,2025-03-14,2025_03_14.csv,match,PARSLEY,30
SAL BLE EMB 100GR,1.39,540011230202,2025-03-14,2025_03_14.csv,match,SALT,100.0
SAL BLE EMB 100GR,1.39,540011230202,2025-03-14,2025_03_14.csv,match,SALT,100.0
BIO BANANEN,2.59,401407169271,2025-03-14,2025_03_14.csv,ignore,,nan
185G LAYS S&BL.PEP,2.05,871039852422,2025-03-14,2025_03_14.csv,ignore,,185.0
HACHIS PORC-VEAU,5.78,204084,2025-03-14,2025_03_14.csv,ignore,,nan
HACHIS PORC-VEAU,5.96,204084,2025-03-14,2025_03_14.csv,ignore,,nan
BIO CAROTTES,2.29,540011239500,2025-03-14,2025_03_14.csv,ignore,,nan
MANGUE,1.99,540011954346,2025-03-14,2025_03_14.csv,match,MANGO,nan
MEDAILLON DE VEAU,6.28,204031,2025-03-14,2025_03_14.csv,ignore,,nan
MEDAILLON DE VEAU,6.23,204031,2025-03-14,2025_03_14.csv,ignore,,nan
MEDAILLON DE VEAU,8.73,204031,2025-03-14,2025_03_14.csv,ignore,,nan
MEDAILLON DE VEAU,12.0,204031,2025-03-14,2025_03_14.csv,ignore,,nan
MEDAILLON DE VEAU,9.16,204031,2025-03-14,2025_03_14.csv,ignore,,nan
185G LAYS NATUREL,2.09,871039852408,2025-03-14,2025_03_14.csv,ignore,,nan
BIO BANANEN,2.59,401407169271,2025-03-14,2025_03_14.csv,ignore,,nan
6X33CL SCHWEPPES T,3.79,312448018692,2025-03-14,2025_03_14.csv,ignore,,1980.0
AVOCAT,1.45,540011956524,2025-03-14,2025_03_14.csv,match,AVOCADO,nan
6X33CL SCHWEPPES M,6.89,312448018743,2025-03-14,2025_03_14.csv,ignore,,nan
ROSTY,5.59,871043808700,2025-03-14,2025_03_14.csv,ignore,,nan
750G ROSTY,5.59,871043808700,2025-03-14,2025_03_14.csv,ignore,,nan
CAMP FROM FR ENT,4.59,871280000060,2025-03-14,2025_03_14.csv,match,BREAD,500
CAMP FROM FR ENT,4.59,871280000060,2025-03-14,2025_03_14.csv,match,BREAD,500
HET TRAAGSTE BROOD P,4.9,543000017740,2025-03-19,2025_03_19.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.9,543000017740,2025-03-19,2025_03_19.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.9,0450031907142,2025-03-19,2025_03_19.csv,match,BREAD,nan
HET TRAAGSTE BROOD P,4.9,543000017740,2025-03-19,2025_03_19.csv,match,BREAD,nan
DUN STOKBROOD,2.5,599,2025-03-19,2025_03_19.csv,ignore,,nan
MULTIGRAINS SUN,2.49,590262055218,2025-03-19,2025_03_19.csv,match,CRISPBREAD,nan
MULTIGRAINS SUN,2.49,590262055218,2025-03-19,2025_03_19.csv,match,CRISPBREAD,nan
BIO CAROTTES,2.29,540011239500,2025-03-19,2025_03_19.csv,ignore,,nan
BIO BANANEN,2.59,401407169271,2025-03-19,2025_03_19.csv,ignore,,nan
12T KNOOR BOU POU,1.99,872048212116,2025-03-19,2025_03_19.csv,ignore,,nan
BURGER LIMOUSIN,5.25,540011960556,2025-03-19,2025_03_19.csv,ignore,,nan
BURGER LIMOUSIN,5.25,540011960556,2025-03-19,2025_03_19.csv,ignore,,nan
BURGER LIMOUSIN,5.25,540011960556,2025-03-19,2025_03_19.csv,ignore,,nan
BURGER LIMOUSIN,5.25,540011960556,2025-03-19,2025_03_19.csv,ignore,,nan
BURGER LIMOUSIN,5.25,540011960556,2025-03-19,2025_03_19.csv,ignore,,nan
HACHIS PORC-VEAU,11.16,204084,2025-03-19,2025_03_19.csv,ignore,,nan
HACHIS PORC-VEAU,10.14,204084,2025-03-19,2025_03_19.csv,ignore,,nan
MANGUE,0.99,540011958508,2025-03-19,2025_03_19.csv,match,MANGO,nan
BIO BANANEN,2.59,401407169271,2025-03-19,2025_03_19.csv,ignore,,nan
250ML H.OLIVE CITR,4.29,5400119374598,2025-03-19,2025_03_19.csv,ignore,,nan
ECHAPPE 500G,0.99,540011958508,2025-03-19,2025_03_19.csv,ignore,,500.0
SAUMON BELLE-VUE,5.99,540011959141,2025-03-21,2025_03_21.csv,match,SALMON,nan
125G CHIPS SEL,2.45,543000185002,2025-03-21,2025_03_21.csv,ignore,,125.0
200G MEDAILLON DE VEAU,4.33,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.79,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.0,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,3.79,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.49,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.9,543000017740,2025-03-21,2025_03_21.csv,ignore,,nan
"1,005 KG X 3,79/ KG",3.81,2405,2025-03-21,2025_03_21.csv,ignore,,nan
100GR JEUNES POUS,1.19,540011236373,2025-03-21,2025_03_21.csv,ignore,,nan
100GR JEUNES POUS,1.19,2226572011356,2025-03-21,2025_03_21.csv,ignore,,nan
FILET DE POULET,11.39,2208572,2025-03-21,2025_03_21.csv,match,CHICKEN,nan
CARLSB BEURRE SALE,5.15,541115600047,2025-03-21,2025_03_21.csv,match,BUTTER,nan
SAL BLE EMB 100GR,1.39,540011230202,2025-03-21,2025_03_21.csv,match,SALT,100.0
100GR JEUNES POUS,1.19,540011236373,2025-03-21,2025_03_21.csv,ignore,,nan
PT SUISSE M 6X60G,2.49,5401625,2025-03-21,2025_03_21.csv,ignore,,360.0
AUBEL BEURRE 500G,9.19,541060301789,2025-03-21,2025_03_21.csv,match,BUTTER,500.0
GALBANI RICOTTA 25,2.39,800043019401,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.79,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G MEDAILLON DE VEAU,4.14,204031,2025-03-21,2025_03_21.csv,ignore,,nan
200G DUUVIS CRAC A,1.95,878749801154,2025-03-21,2025_03_21.csv,ignore,,200.0
200G MEDAILLON DE VEAU,4.52,204031,2025-03-21,2025_03_21.csv,ignore,,nan
SAL BLE EMB 100GR,1.39,540011230202,2025-03-21,2025_03_21.csv,match,SALT,100.0
PECORINO ROMANO AO,4.89,540011236262,2025-03-21,2025_03_21.csv,match,ROMANO CHEESE,nan
TM BENNEE NOTEN,11.79,541068364589,2025-03-21,2025_03_21.csv,ignore,,nan
FLEURES 38,19.99,871762913030,2025-03-21,2025_03_21.csv,ignore,,nan
LIJNZAAD GEBROKEN 15,2.09,542003640937,2025-03-21,2025_03_21.csv,ignore,,nan
DIXMONT BEUR 250G,5.05,5410614044,2025-03-21,2025_03_21.csv,ignore,,250.0
JENVERBRESEN,6.68,316290003122,2025-03-21,2025_03_21.csv,ignore,,nan
GMBER POEDER,5.69,316290003171,2025-03-21,2025_03_21.csv,ignore,,nan
60G MEDIT HERB MIX,5.59,323475003043,2025-03-21,2025_03_21.csv,ignore,,nan
35G MEDIT HERB MIX,6.73,316290003144,2025-03-21,2025_03_21.csv,ignore,,nan
DILLE,7.57,323475003001,2025-03-21,2025_03_21.csv,ignore,,nan
GUACAMOLE DO 200GR,3.09,540011238853,2025-03-21,2025_03_21.csv,match,GUACAMOLE,200.0
GOACAMOLE DO 200GR,3.09,540011238853,2025-03-21,2025_03_21.csv,ignore,,200.0
BIO HOMOUS 200G,2.99,540011234720,2025-03-21,2025_03_21.csv,ignore,,nan
BIO HOMOUS 200G,2.99,540011234720,2025-03-21,2025_03_21.csv,ignore,,nan
BIO GINGEMBRE,1.56,2156,2025-03-21,2025_03_21.csv,match,GINGER,100
COUSTRON ROUGE,4.45,2155,2025-03-21,2025_03_21.csv,ignore,,nan
COURGETTES,5.08,2160,2025-03-21,2025_03_21.csv,match,ZUCCHINI,nan
